event_id,device_id,manufacturer_id,name,country_event,country_device
2921,2755.0,1456,Kerr Cavitec,NZL,NZL
2925,2759.0,1471,Abbott Armada 35 & Amada 35LL PTA Catheter,NZL,NZL
2929,2763.0,1474,Angiotech IQ Geometry Slit Knives,NZL,NZL
2932,2766.0,1476,Oxoid Legionella BCYE Growth Supplement,NZL,NZL
2934,2768.0,1478,Welch Allyn KleenSpec Disposable Vaginal Speculum,NZL,NZL
2935,2770.0,1478,Welch Allyn KleenSpec Disposable Vaginal Speculum,NZL,NZL
2937,2775.0,1480,"Dentsply Cavitron Scalers & Air Polishing Units, water filters",NZL,NZL
2942,2776.0,1481,Oxoid Brilliance MRSA2 Plates,NZL,NZL
2943,2777.0,1476,Remel Xpect Clostridium difficile Toxin A/B,NZL,NZL
2944,2782.0,1482,Swann-Morton Sterile Stitch Cutter Blades,NZL,NZL
2949,2783.0,1487,Invacare I-Fit Shower Chair,NZL,NZL
2950,2784.0,1488,Kidwalk I Dynamic Mobility System,NZL,NZL
2951,2785.0,1489,Ethicon Absorbable SPIRALOK Anchor with Non absorbable Suture,NZL,NZL
2952,2786.0,1489,Ethicon Absorbable SPIRALOK Anchor with Needles,NZL,NZL
2953,2788.0,1489,Ethicon Absorbable SPIRALOK Anchor with Absorbable Suture,NZL,NZL
2955,2789.0,1490,"Zimmer Elbow Implants, patient labels",NZL,NZL
2956,2790.0,1490,"Zimmer Shoulder Implants, patient labels",NZL,NZL
2957,2791.0,1490,"Zimmer Knee Implants, patient labels",NZL,NZL
2958,2795.0,1490,"Zimmer Hip Implants, patient labels",NZL,NZL
2962,2796.0,1481,Oxoid ELISA Beta-Lactoglobulin Test Kit,NZL,NZL
2963,2797.0,1494,Elekta MOSAIQ,NZL,NZL
2964,2798.0,1495,Volcano s5/s5i Imaging Systems,NZL,NZL
2965,2799.0,1496,Stryker prosthesis hip tota,NZL,NZL
2966,2800.0,1496,Stryker Orthopaedics Duracon Beaded Cruciform Tibial Trays w/ PA,NZL,NZL
2967,2801.0,1496,Stryker Prosthesis knee tibial component,NZL,NZL
2968,2802.0,1496,"Stryker Orthopaedics Prosthesis, internal, joint, knee, tibial component",NZL,NZL
2969,2803.0,1496,Stryker Prosthesis knee Total,NZL,NZL
2970,2804.0,1496,Stryker Acetabular Cup - Mahwah,NZL,NZL
2971,2805.0,1496,Stryker Orthopaedics Mahwah cement bone plug,NZL,NZL
2972,2806.0,1496,Stryker Prosthesis knee patellar component,NZL,NZL
2973,2809.0,1496,Stryker Prosthesis knee femoral component,NZL,NZL
2976,2812.0,1498,Parker Medical Flex-Tip endotracheal tube,NZL,NZL
2979,2813.0,1490,Zimmer Durom Acetabular Cup,NZL,NZL
2980,2816.0,1499,"Stryker Surgical Light, spring arm",NZL,NZL
2983,2817.0,1501,Haag Streit Tonometer Measuring Prisms,NZL,NZL
2984,2820.0,1502,"Ormco Softcore Obturators, size #25",NZL,NZL
2987,2821.0,1503,Animas 2020 insulin pump,NZL,NZL
2988,2822.0,1503,Animas IR1200 Insulin Pump,NZL,NZL
2989,2827.0,1504,Medi-vac Flex Advantage Suction Liners and Canisters,NZL,NZL
2994,2828.0,1507,Cellestis QuantiFeron-TB Gold TB-Antigen Blood Collection Tubes,NZL,NZL
2995,2830.0,1508,"Zimmer Trilogy Acetabular System Shells, uni-hole porus",NZL,NZL
2997,2832.0,1510,Kryptonite Bone Cement / X-Radiopaque Bone Cement,NZL,NZL
2999,2834.0,1466,GE Corometrics Qwik Connect Plus Spiral Electrodes,NZL,NZL
3001,2835.0,1461,Ethicon PSX Proximate Skin Staple Extractor,NZL,NZL
3002,2842.0,1513,American Medical Systems (AMS) AdVance XP Male Sling System,NZL,NZL
3009,2845.0,1516,GE FlexiView 8800 Mobile C-Arm Mobile Imaging Systems,NZL,NZL
3012,2846.0,1466,GE Patient Multiparametric Monitors,NZL,NZL
3013,2847.0,1496,Stryker Accolade TMZF Hip Stem,NZL,NZL
3014,2849.0,1518,Medisafe SureSafe Wraps and Drapes,NZL,NZL
3016,2850.0,1456,Kerr Bioplant Curved Syringe,NZL,NZL
3017,2851.0,1456,Kerr Bioplant Intro Pack,NZL,NZL
3018,2852.0,1438,Advanced Sterilisation Products Sterrad Cyclesure 24 Biological Indicator,NZL,NZL
3019,2866.0,1452,"Ormco Zoo Master Pack, 2E 3/16, Heavy Kangaroo",NZL,NZL
3033,2867.0,1451,Abbott RealTime CMV m2000 System ROW Combined Application CD-ROM version 1.0,NZL,NZL
3034,2871.0,1451,Abbott RealTime CMV m2000 System ROW Combined Application CD-ROM Version 2.0,NZL,NZL
3038,2877.0,1476,Thermofisher Oxoid Antimicrobial Susceptibility Testing Disc Chips (Ciprofloxacin),NZL,NZL
3044,2878.0,1521,CareFusion Alaris GP Infusion System,NZL,NZL
3045,2882.0,1522,Nobel Biocare Replace Select TiU RP 4.3 x 16 mm Implant,NZL,NZL
3049,2890.0,1434,Zimmer Ardis Interbody Inserter,NZL,NZL
3057,2891.0,1524,American Diagnostic Corporation (ADC) Tympanic Thermometers,NZL,NZL
3058,2892.0,1428,Bio-Rad IH-Com Kit Fullversion (Data management and result Interpretation),NZL,NZL
3059,2895.0,1525,Medrad Avanta Hand Controller Sheath,NZL,NZL
3062,2898.0,1526,Philips Extended Brilliance Workstation (EBW) with TumorLOC software,NZL,NZL
3065,2900.0,1527,Liko Sabina series Patient Lifts,NZL,NZL
3067,2901.0,1476,Oxoid Antimcirobial Susceptibiltiy Testing Disc F300 (Nitrofurantoin),NZL,NZL
3068,2904.0,1529,Roche COBAS TaqMan MTB Test Definition File,NZL,NZL
3071,2906.0,1436,EV3 Pipeline Embolisation Device,NZL,NZL
3073,2907.0,1531,Haemonetics High Efficiency Pre-Process Filter System for Leucocyte Removal,NZL,NZL
3074,2909.0,1531,Haemonetics High Efficiency In-Process Filter System for Leucocyte Removal,NZL,NZL
3076,2913.0,1532,Belmont Rapid Infuser,NZL,NZL
3080,2914.0,1534,Waters Mass Spectrometers,NZL,NZL
3081,2915.0,1451,Abbott m2000sp Instrument,NZL,NZL
3082,2917.0,1503,Animas 2020 insulin pump,NZL,NZL
3084,2918.0,1428,Bio-Rad Urinary Catecholamines by HPLC Reagent Kit,NZL,NZL
3085,2920.0,1494,Siemens Elekta Mosaiq Radiation therapy treatment system,NZL,NZL
3087,2922.0,1535,Cook Medical Zilver PTX Drug Eluting Peripheral Stent,NZL,NZL
3089,2924.0,1537,Abbott Architect Testosterone Reagent,NZL,NZL
3091,2929.0,1539,BioHorizons AutoTac Delivery Handle 400-200 and AutoTac Titanium Tack Starter,NZL,NZL
3096,2931.0,1541,Cellplex Tubing Packs containing Qosina stopcock,NZL,NZL
3098,2933.0,1542,"Codman/Micrus NeuroPath Guide Catheters, 6Fr x 100cm",NZL,NZL
3100,2934.0,1544,Beckman Coulter Navios 10 Colors/3 Lasers,NZL,NZL
3101,2935.0,1544,Beckman Coulter Navios 8 Colors/2 Lasers,NZL,NZL
3102,2936.0,1544,Beckman Coulter Navios 6 Colors/2 Lasers,NZL,NZL
3103,2938.0,1462,Elekta XVI Volume Imaging System,NZL,NZL
3105,2939.0,1545,Mizuho OSI Orthopaedic Table Top Spar,NZL,NZL
3106,2940.0,1546,GE Ventri and Discovery NM 530c scanner,NZL,NZL
3107,2941.0,1462,Elekta APEX Collimator,NZL,NZL
3108,2942.0,1547,AcroMetrix PeliSpy Sero Control Type 36,NZL,NZL
3109,2945.0,1548,Sybron Elements Obturation Unit,NZL,NZL
3112,2946.0,1550,IND Diagnostic Anti HCV (Cassette-Boat) (100 pack),NZL,NZL
3113,2947.0,1550,IND Diagnostic Inc HBsAG test kits (100 pack),NZL,NZL
3114,2948.0,1551,Etac Swift Mobile Tilt,NZL,NZL
3115,2951.0,1551,Etac Swift Shower Commode,NZL,NZL
3118,2955.0,1552,Medtronic Navigation O-Arm Imaging System,NZL,NZL
3122,2959.0,1496,Stryker Ceramic Insertion Tool Assembly,NZL,NZL
3126,2961.0,1476,"Oxoid Antimicrobial Susceptibility Testing Disc, Cefpodoxime",NZL,NZL
3128,2965.0,1553,HeartWare Ventricular Assist System,NZL,NZL
3132,2966.0,1555,"Vital Images Vitrea Enterprise Suite, VitreaAdvanced, VitreaCore and Vitrea fX",NZL,NZL
3133,2973.0,1556,Hoya One-Piece Intraocular Lenses,NZL,NZL
3140,2974.0,1557,Z-Hyalin Plus Multipacks,NZL,NZL
3141,2976.0,1557,Z-Hyalin Multipack,NZL,NZL
3143,2979.0,1558,Cameron Health SQ-RX Model 1010 Defibrillator,NZL,NZL
3146,2980.0,1559,Allen Medical Traction Boot,NZL,NZL
3147,2981.0,1437,Elekta Monaco Radiation Treatment Planning System,NZL,NZL
3148,2983.0,1496,Stryker Triathlon Baseplate Impactor/Extractor,NZL,NZL
3150,2986.0,1499,Stryker Switch Point Infinity 3 (SPI3),NZL,NZL
3153,2991.0,1561,Physio Control Lifepak CR Plus Defibrillator,NZL,NZL
3158,2993.0,1443,Kimguard Container Filters 23cm x 23cm (square),NZL,NZL
3162,2994.0,1466,GE Dash 3000/4000/5000 Patient Monitor,NZL,NZL
3163,2995.0,1466,GE Patient Data Module (PDM),NZL,NZL
3164,2996.0,1466,GE TRAM Patient Monitor,NZL,NZL
3165,2997.0,1563,Gebruder Martin ML 301 Examination Lamp,NZL,NZL
3166,2999.0,1564,AMS 800 Artificial Urinary Sphincter Control Pumps,NZL,NZL
3168,3002.0,1451,Abbott m2000 Instrument System,NZL,NZL
3171,3003.0,1462,Elekta Precise Treatment Table,NZL,NZL
3172,3004.0,1456,Kerr Pulp Canal Sealer EWT Standard,NZL,NZL
3173,3005.0,1489,DePuy Mitek Orthocord Suture Blue & Violet with Needle,NZL,NZL
3174,3006.0,1489,DePuy Mitek Orthocord Blue Suture Without Needle,NZL,NZL
3175,3007.0,1566,Epoc BGEM Test Cart,NZL,NZL
3176,3008.0,1438,ASP Sterrad 100NX Sterilization Systems,NZL,NZL
3177,3009.0,1567,Cordis Optease Vena Cava Filter,NZL,NZL
3178,3011.0,1568,Cordis Optease Retreivable Vena Cava Filter,NZL,NZL
3180,3014.0,1570,Roche Cobas e602 Module,NZL,NZL
3183,3017.0,1572,"Newport HT70 Ventilator, batteries",NZL,NZL
3186,3022.0,1438,ASP EVOTECH Integrated Endoscope Disinfection System,NZL,NZL
3187,3024.0,1438,ASP EVOTECH Integrated Endoscope Disinfection System,NZL,NZL
3192,3026.0,1428,Bio-Rad Seraclone Anti-S,NZL,NZL
3195,3028.0,1462,Elekta Integrity System,NZL,NZL
3197,3040.0,1558,Cameron Health S-ICD SQ-RX Subcutaneous Defibrillators,NZL,NZL
3199,3041.0,1575,Cook Zilver PTX Drug-Eluting Peripheral Stent,NZL,NZL
3211,3042.0,1498,Well Lead OxyCap Adult CO2 Sampling Oxygen Mask,NZL,NZL
3212,3043.0,1577,Leica LPC Fine Mesh cassettes Pink,NZL,NZL
3213,3045.0,1578,BBL DrySlide Kit,NZL,NZL
3214,3047.0,1579,Panbio Dengue IgM Capture ELISA,NZL,NZL
3216,3048.0,1578,Beckton Dickinson Vacutainer Multiple Sample Luer Adaptor,NZL,NZL
3218,3050.0,1461,Ethicon Electrosurgery Probe Plus II with Electrode,NZL,NZL
3219,3054.0,1452,Ormco Orthodontic Respond Wire,NZL,NZL
3221,3056.0,1462,Elekta Integrity 3.0,NZL,NZL
3225,3057.0,1582,GE LOGIQ S8 and LOQIQ S7 Ultrasound,NZL,NZL
3227,3062.0,1584,FlexStent Femoropopliteal Self-Exanding Stent System,NZL,NZL
3228,3064.0,1461,Ethicon LIGACLIP Endoscopic Rotating Multiple Clip Applier,NZL,NZL
3233,3065.0,1587,ArjoHuntleigh BariAir Therapy System,NZL,NZL
3235,3071.0,1588,Medtronic NIM Flex EMG Endotracheal Tubes,NZL,NZL
3236,3073.0,1589,Albert Browne STF Load Check Indicators,NZL,NZL
3242,3077.0,1462,"Elekta Synergy, Base drive wheel assembly",NZL,NZL
3244,3078.0,1590,Laerdal Suction Unit,NZL,NZL
3248,3081.0,1591,Integra Ojemann Stimulator Unit,NZL,NZL
3249,3082.0,1428,Bio-Rad IH-1000 Analyser,NZL,NZL
3252,3083.0,1527,Liko Standard Sling Bar 450,NZL,NZL
3253,3084.0,1592,Medline Cardiac procedure packs,NZL,NZL
3254,3085.0,1592,Medline Paediatric Post Aricular procedure packs,NZL,NZL
3255,3087.0,1592,Medline Paediatric Cardiac Bypass procedure packs,NZL,NZL
3256,3088.0,1592,Medline Oral Health procedure pack,NZL,NZL
3258,3091.0,1593,Anspach 25cm Telescoping Minimally Invasive Attachment,NZL,NZL
3259,3093.0,1593,Anspach 16cm Minimally Invasive Attachment,NZL,NZL
3262,3095.0,1461,Ethicon ECHELON 60 Endoscopic Linear Cutter Reloads Black,NZL,NZL
3264,3097.0,1526,Philips Precedence SPECT/CT System utilising Brilliance CT,NZL,NZL
3266,3101.0,1476,"Oxoid Antimicrobial Susceptibility Testing Disc, Cefovecin",NZL,NZL
3268,3103.0,1594,AMO Star Excimer Laser System,NZL,NZL
3272,3104.0,1437,Elekta Monaco Radiation Treatment Planning System,NZL,NZL
3274,3105.0,1462,Elekta Digital Imager XVI 4.5,NZL,NZL
3275,3106.0,1521,"CareFusion Alaris GP, GP Guardrails, GP Plus & GP Plus Guardrails Infusion Pumps",NZL,NZL
3276,3108.0,1428,Bio-Rad- IH-1000 Analyser,NZL,NZL
3277,3109.0,1555,Vital Images Vitrea imaging software,NZL,NZL
3279,3112.0,1597,Mesa EZTest Biological Indicators,NZL,NZL
3280,3113.0,1598,Aseptico Elements Motor and Adaptive Starter Kit,NZL,NZL
3283,3119.0,1600,Steris Prolystica Ultra Concentrate Alkaline Detergent,NZL,NZL
3284,3120.0,1546,GE Infinia Nuclear Medicine Systems,NZL,NZL
3290,3125.0,1601,"BioCSL Phenocell C Reagent, 0.8%",NZL,NZL
3291,3128.0,1601,"BioCSL Phenocell C Reagent, 3%",NZL,NZL
3296,3129.0,1462,Elekta Digital Accelerators,NZL,NZL
3299,3130.0,1437,Elekta Monaco Radiation Treatment Planning System,NZL,NZL
3300,3134.0,1603,RaySearch RayStation - Radiation therapy treatment planning system,NZL,NZL
3301,3136.0,1548,Sybron Endo - Fine-Medium Buchanan Pluggers,NZL,NZL
3305,3142.0,1525,Imaxeon Medrad Avanta Hand Controller Sheaths,NZL,NZL
3307,3143.0,1605,Dentsply Fluorocore 2+ Fast Set,NZL,NZL
3313,3145.0,1607,Beckman Coulter HemosIL SynthASil APTT Reagent on ACL TOP Family,NZL,NZL
3314,3146.0,1608,Ortho Clinical Diagnostics BioVue System Cassettes,NZL,NZL
3316,3147.0,1428,Bio-Rad Seraclone Anti-S,NZL,NZL
3317,3148.0,1609,Medtronic Xomed Instrument Tray,NZL,NZL
3318,3151.0,1588,Medtronic Xomed Instrument Tray,NZL,NZL
3319,3152.0,1588,Medtronic Xomed Sterilisation Container,NZL,NZL
3322,3153.0,1609,Medtronic Xiomed Sterilisation Container,NZL,NZL
3323,3154.0,1452,"Ormco VectorTAS Screw, 8mm",NZL,NZL
3324,3155.0,1446,"Vital Signs/GE General Purpose Temperature Probe, 9Fr",NZL,NZL
3325,3156.0,1610,ArjoHuntleigh Contoura 380 & 480 Beds,NZL,NZL
3326,3159.0,1438,ASP Sterrad 100NX Cassette,NZL,NZL
3327,3165.0,1577,Leica Bond Polymer Refine Red Detection System,NZL,NZL
3330,3166.0,1428,"Bio-Rad Liquichek Sedimentation Rate Control, level 2",NZL,NZL
3336,3167.0,1467,GE Tec 6 & Tec 6 Plus Desflurane Vaporizers,NZL,NZL
3337,3168.0,1612,Ascension PyroTitan Humeral Resurfacing Arthroplasty components,NZL,NZL
3338,3169.0,1613,Tracoe Twist Tracheostomy tube,NZL,NZL
3339,3175.0,1614,3M Scotchcast Wet or Dry Cast Padding,NZL,NZL
3340,3176.0,1466,GE Centricity PACS RA1000 Workstation,NZL,NZL
3346,3177.0,1615,Smith & Nephew Sterile K-Wire & Steinmann Pin Products,NZL,NZL
3347,3178.0,1467,"GE General Purpose Temperature Probes, 9Fr",NZL,NZL
3348,3180.0,1487,Invacare Power Wheelchairs with MK6i Driver Controls,NZL,NZL
3349,3182.0,1487,Invacare Power Wheelchairs with SPJ+ Joysticks,NZL,NZL
3351,3183.0,1496,Stryker OtisMed Shapematch Cutting Guides,NZL,NZL
3353,3184.0,1617,Acclarent Inspira Air Balloon Dilation System,NZL,NZL
3354,3185.0,1618,R82 Crocodile 3 Walker,NZL,NZL
3355,3186.0,1619,Boston Scientific COGNIS Iimplantable Cardiac Defibrillator,NZL,NZL
3356,3187.0,1619,Boston Scientific TELIGEN Implantable Cardiac Defibrillator,NZL,NZL
3357,3188.0,1619,Boston Scientific COGNIS Implantable Cardiac Defibrillator,NZL,NZL
3358,3189.0,1619,Boston Scientific TELIGEN Implantable Cardiac Defibrillator,NZL,NZL
3359,3190.0,1620,Biomet 3i Parallel-Wall Implant Navigator Kit,NZL,NZL
3360,3191.0,1620,Biomet 3i Tapered Implant Navigator Kit,NZL,NZL
3361,3192.0,1621,Biomet 3i Sterilization Trays,NZL,NZL
3362,3197.0,1620,Biomet 3i NSK Contra-Angle Torque Driver Kits,NZL,NZL
3363,3198.0,1556,Pentax OF-B194 Gas/Water Feeding Valve,NZL,NZL
3368,3200.0,1620,BellaTek Zirconia Abutments,NZL,NZL
3369,3201.0,1620,Biomet Dental Implants,NZL,NZL
3371,3202.0,1622,"GE Engstrom Ventilator, Aespire View, Aisys, & Avance Anaesthesia Work Stations",NZL,NZL
3372,3203.0,1623,Howard Wright M8 Bed,NZL,NZL
3373,3206.0,1623,Howard Wright M7 Bed Range,NZL,NZL
3374,3212.0,1623,Howard Wright M9 Bed Range,NZL,NZL
3377,3213.0,1526,Philips BrightView XCT Imaging System,NZL,NZL
3383,3214.0,1624,Panbio Barmah Forest Virus IgM ELISA,NZL,NZL
3384,3215.0,1625,Trinity Biotech Captia Cytomegalovirus (CMV) IgG,NZL,NZL
3385,3219.0,1626,Kendall Argyle Single Lumen Polyurethane Umbilical Vessel Catheter,NZL,NZL
3386,3220.0,1627,Grifols Australia AHG Cards,NZL,NZL
3390,3225.0,1628,Stryker Xia 3 Titanium Torque Wrench Short,NZL,NZL
3391,3226.0,1628,Stryker Xia 3 Titanium Torque Wrench,NZL,NZL
3396,3228.0,1629,Ethicon Stratafix Symmetric PDS PLUS Knotless Tissue Control Device,NZL,NZL
3397,3233.0,1630,Afikim Breeze C Mobility Scooters,NZL,NZL
3399,3235.0,1466,GE Patient Monitor Multiparameter,NZL,NZL
3404,3236.0,1622,"GE Avance, Amingo, Avamce and Aisys Anaesthesia Work Stations",NZL,NZL
3406,3241.0,1496,Stryker ADM/MDM Ball Impactor Tip,NZL,NZL
3407,3242.0,1496,StrykerADM Rim Impactor Tip,NZL,NZL
3412,3243.0,1632,Biomerieux Vitek MS Instrument,NZL,NZL
3413,3244.0,1610,ArjoHuntleigh Contoura 1000 & 1080 Bariatric Beds,NZL,NZL
3414,3245.0,1546,GE Discovery Nuclear Medicine System,NZL,NZL
3415,3250.0,1633,Molnlycke Surgical ProcedurePak,NZL,NZL
3416,3251.0,1634,Philips IntelliSpace PACS 4.4,NZL,NZL
3421,3252.0,1637,Philips EPIQ 7 Ultrasound System,NZL,NZL
3422,3253.0,1567,CORDIS EUROPA Optease Vena Cava Filter,NZL,NZL
3423,3254.0,1568,Cordis OPTEASE Retreivable Vena Cava Filter,NZL,NZL
3424,3256.0,1638,Mercian Super Slide Laminectomy Retractor System,NZL,NZL
3425,3258.0,1639,"GE Brivo CT315/325, Brivo CT385, Optima CT520, Optima CT540 Systems",NZL,NZL
3427,3261.0,1594,Amo STAR Excimer Laser System,NZL,NZL
3429,3262.0,1640,GE Vivid E9 Ultrasound System,NZL,NZL
3432,3264.0,1603,RaySearch RayStation treatment planning system,NZL,NZL
3433,3265.0,1641,Medifab Multistand 2000 standing frame,NZL,NZL
3435,3266.0,1579,Panbio Barmah Forest VirusIgM Elisa 86 tests/ 480 Tests,NZL,NZL
3436,3267.0,1466,GE Carescape Patient Monitor B850,NZL,NZL
3437,3268.0,1467,GE Carescape Patient Monitor B650,NZL,NZL
3438,3269.0,1642,Getinge 46 Series Washer Disinfector with PACS 300 module,NZL,NZL
3439,3270.0,1643,C-Tech Closed Tray Impression Transfer Implants,NZL,NZL
3440,3271.0,1644,Microgenics CEDIA Tobramycin II Assay,NZL,NZL
3441,3272.0,1600,Steris Reliance EPS endoscope processor,NZL,NZL
3442,3274.0,1438,ASP Sterrad Booster,NZL,NZL
3443,3277.0,1438,ASP Sterrad Adapters,NZL,NZL
3445,3278.0,1454,Abbott i-Stat PT/INR Cartridge,NZL,NZL
3448,3279.0,1645,Welch Allyn Propaq LT/ Propaq 802 Patient Monitor,NZL,NZL
3449,3280.0,1467,GE CARESCAPE Monitor B850,NZL,NZL
3450,3290.0,1646,Medtronic IN.Pact Amphirion Drug-Eluting Balloon (DEB),NZL,NZL
3451,3294.0,1647,Smiths Medical Epidural Minipack Systems,NZL,NZL
3461,3296.0,1649,Boston Scientific Vessix generator System,NZL,NZL
3465,3297.0,1451,Abbott RealTime High Risk HPV and RealTime High Risk (HR) HPV Application CD-ROM (for m2000 System),NZL,NZL
3467,3300.0,1466,GE Patient Data Module (PDM),NZL,NZL
3468,3301.0,1438,ASP Sterrad 100NX Sterilisation System,NZL,NZL
3471,3304.0,1650,Boston Scientific Twister Plus Rotatable Retrieval Device,NZL,NZL
3472,3308.0,1651,Medtronic CoreValve AccuTrak Delivery Catheter System,NZL,NZL
3475,3313.0,1652,Abbott Hi-Torque Connect Peripheral Guide Wire,NZL,NZL
3479,3316.0,1653,Ortho-Clinical Diagnostics VITROS Chemistry Products CK Slikes,NZL,NZL
3484,3321.0,1654,Leica M525 F50/C50 Surgical Microscope with XY-Unit,NZL,NZL
3487,3327.0,1428,Bio-Rad D-10 dual Program Reorder Pack,NZL,NZL
3492,3329.0,1437,Elekta Xio RTP System,NZL,NZL
3498,3330.0,1656,The Binding Site Group Human IgM kit for use on SPA Plus,NZL,NZL
3500,3342.0,1462,Elekta X-Ray Volume Imaging System (XVI),NZL,NZL
3501,3343.0,1657,Nova Biomedical StatStrip and StatSensor batteries,NZL,NZL
3513,3347.0,1660,Symmetry Surgical Quadlock System,NZL,NZL
3514,3349.0,1553,HeartWare Ventricular Assist System,NZL,NZL
3518,3350.0,1438,APS EVOTECH Integrated Endoscope Disinfection System,NZL,NZL
3520,3352.0,1462,Elekta Integrity,NZL,NZL
3521,3355.0,1462,Elekta DesktopPRO (VMAT),NZL,NZL
3523,3361.0,1496,Stryker Trident Tritanium Acetabular Window Trials Case,NZL,NZL
3526,3364.0,1555,Vital Images VitreaCore Software,NZL,NZL
3532,3366.0,1577,Leica Novocastra Liquid Mouse Monoclonal Antibody NCL-L-CD15,NZL,NZL
3535,3368.0,1663,Agfa IMPAX RIS,NZL,NZL
3537,3372.0,1628,Stryker Torque Wrench,NZL,NZL
3539,3373.0,1526,"Philips BrightView SPECT, BrightView X and BrightView XCT Imaging Systems",NZL,NZL
3543,3381.0,1452,Ormco Zoo Master Pack 3D 1/4 M/H Fox Elastics,NZL,NZL
3544,3383.0,1456,"Kerr Tytin Regular Set, double spill",NZL,NZL
3552,3384.0,1466,GE Solar 8000M and Solar 8000i Patient Monitor,NZL,NZL
3554,3386.0,1665,"Siemens MRI-Stretcher, non-magnetic",NZL,NZL
3555,3387.0,1546,GE Infinia Nuclear Medicine Systems,NZL,NZL
3557,3390.0,1666,Cardiac Science Powerheart G5 Automated External Defibrillators,NZL,NZL
3558,3391.0,1656,The Binding Site SPAPLUS Analyser,NZL,NZL
3561,3392.0,1667,Acumed VDR Proximal Targeting Guide,NZL,NZL
3562,3394.0,1603,Raystation RaySearch treatment planning system,NZL,NZL
3563,3395.0,1603,Raystation RaySearch therapy treatment planning system,NZL,NZL
3565,3405.0,1668,Adept Nasal Suction Gauge and Controller,NZL,NZL
3566,3410.0,1467,GE Neuromuscular Transmission Module,NZL,NZL
3578,3411.0,1521,CareFusion Alaris SmartSite Needlefee connector,NZL,NZL
3584,3412.0,1437,Elekta XiO Radiation Treatement Planning System,NZL,NZL
3585,3414.0,1670,DePuy LCS Complete 3-Peg Metal Backed Patella,NZL,NZL
3586,3415.0,1671,Covidien Stellarex Paclitaxel-Coated Angioplasty Balloon Catheter,NZL,NZL
3588,3429.0,1438,ASP Sterrad 100s Cassette/Booster,NZL,NZL
3589,3430.0,1672,Eschman RX Powered Operating Tables,NZL,NZL
3603,3431.0,1673,Intelerad Inteleviewer software,NZL,NZL
